Rettungspunkt,Longitude,Latitude,Koordinaten,Schnellestes Fahrzeug,Anfahrtszeit,Nächstes Fahrzeug,Anfahrtsdistanz,Ankunft innerhalb 5min,Zeit_HM 81/1,Zeit_PA 84/1,Zeit_WK 81/1,Zeit_WK 84/1,Zeit_Fi 81/1,Zeit_Mifi 84/1,Zeit_Mifi 81/1 W,Zeit_Schöf 81/1,Zeit_Gr 81/1,Entf_HM 81/1,Entf_PA 84/1,Entf_WK 81/1,Entf_WK 84/1,Entf_Fi 81/1,Entf_Mifi 84/1,Entf_Mifi 81/1 W,Entf_Schöf 81/1,Entf_Gr 81/1
Bannholz - Freyung Niederbay, 13.550057462438149,48.817828402862034," 13.550057462438149,48.817828402862034",Mifi 84/1,16:33 min,Fi 81/1,16.7 km,"Gr 81/1, HM 81/1, Mifi 84/1, Mifi 84/1",20:50 min,38:06 min,27:24 min,28:50 min,22:57 min,16:33 min,16:33 min,38:12 min,20:24 min,18.2 km,38.3 km,20.3 km,23.8 km,16.7 km,18.8 km,18.8 km,35.7 km,17.5 km
Falkenbach - Freyung Niederbay, 13.51567190821624,48.80845644705009," 13.51567190821624,48.80845644705009",Mifi 84/1,19:53 min,Fi 81/1,18.8 km,"Fi 81/1, Gr 81/1, HM 81/1, Mifi 84/1, Mifi 84/1",24:03 min,37:02 min,29:27 min,30:00 min,24:49 min,19:53 min,19:53 min,40:04 min,22:16 min,20.0 km,36.2 km,21.7 km,29.2 km,18.8 km,22.0 km,22.0 km,37.8 km,19.5 km
Feldscheid - Freyung Niederbay, 13.503717085991086,48.79529442838777," 13.503717085991086,48.79529442838777",Gr 81/1,22:24 min,Gr 81/1,17.0 km,"Gr 81/1, HM 81/1, Mifi 84/1, Mifi 84/1, WK 84/1",27:08 min,34:06 min,28:31 min,27:04 min,27:55 min,22:59 min,22:59 min,40:03 min,22:24 min,22.9 km,32.4 km,23.6 km,25.4 km,21.6 km,24.9 km,24.9 km,35.5 km,17.0 km
Freyung - Freyung Niederbay, 13.547522346167453,48.80849475939658," 13.547522346167453,48.80849475939658",Mifi 84/1,18:16 min,HM 81/1,17.1 km,"Gr 81/1, HM 81/1, Mifi 84/1, Mifi 84/1",19:21 min,38:50 min,25:39 min,27:05 min,24:40 min,18:16 min,18:16 min,39:54 min,22:06 min,17.1 km,37.9 km,19.1 km,22.6 km,17.9 km,20.0 km,20.0 km,37.0 km,18.7 km
Geyersberg - Freyung Niederbay, 13.5371156022099,48.79200615674947," 13.5371156022099,48.79200615674947",Mifi 84/1,25:23 min,HM 81/1,19.6 km,"Gr 81/1, HM 81/1, Mifi 84/1, Mifi 84/1",26:28 min,43:26 min,31:37 min,33:04 min,30:55 min,25:23 min,25:23 min,46:10 min,28:22 min,19.6 km,39.1 km,20.7 km,24.2 km,20.3 km,22.6 km,22.6 km,39.3 km,21.1 km
Grillaberg - Freyung Niederbay, 13.566092262585721,48.7902606217114," 13.566092262585721,48.7902606217114",HM 81/1,23:08 min,WK 81/1,17.5 km,"Gr 81/1, HM 81/1, Mifi 84/1, Mifi 84/1, WK 81/1, WK 84/1",23:08 min,43:10 min,23:57 min,25:24 min,29:54 min,23:27 min,23:27 min,45:08 min,27:20 min,18.5 km,40.9 km,17.5 km,21.0 km,21.3 km,22.0 km,22.0 km,40.3 km,22.0 km
Köppenreut - Freyung Niederbay, 13.51567190821624,48.80845644705009," 13.51567190821624,48.80845644705009",Mifi 84/1,19:53 min,Fi 81/1,18.8 km,"Fi 81/1, Gr 81/1, HM 81/1, Mifi 84/1, Mifi 84/1",24:03 min,37:02 min,29:27 min,30:00 min,24:49 min,19:53 min,19:53 min,40:04 min,22:16 min,20.0 km,36.2 km,21.7 km,29.2 km,18.8 km,22.0 km,22.0 km,37.8 km,19.5 km
Kreuzberg - Freyung Niederbay, 13.553503464312636,48.838428111182125," 13.553503464312636,48.838428111182125",Mifi 84/1,18:00 min,Fi 81/1,13.7 km,"Fi 81/1, Gr 81/1, Mifi 84/1, Mifi 84/1",26:16 min,41:06 min,32:50 min,34:04 min,19:43 min,18:00 min,18:00 min,39:05 min,21:17 min,21.8 km,40.5 km,23.9 km,33.4 km,13.7 km,14.6 km,14.6 km,36.8 km,18.5 km
Leitenmühle - Freyung Niederbay, 13.574337409995069,48.815818905678334," 13.574337409995069,48.815818905678334",Mifi 84/1,16:03 min,HM 81/1,17.6 km,"HM 81/1, Mifi 84/1, Mifi 84/1",20:16 min,40:10 min,29:16 min,30:42 min,25:01 min,16:03 min,16:03 min,40:16 min,22:28 min,17.6 km,40.1 km,21.7 km,25.2 km,18.6 km,17.9 km,17.9 km,37.6 km,19.3 km
Linden - Freyung Niederbay, 13.56931241567474,48.8177113095832," 13.56931241567474,48.8177113095832",Mifi 84/1,15:05 min,Mifi 84/1,17.3 km,"Mifi 84/1, Mifi 84/1",21:19 min,39:28 min,29:24 min,30:51 min,24:19 min,15:05 min,15:05 min,39:34 min,21:46 min,18.1 km,39.8 km,22.0 km,25.5 km,18.3 km,17.3 km,17.3 km,37.3 km,19.0 km
Marchzipf - Freyung Niederbay, 13.516034920073752,48.80238355265914," 13.516034920073752,48.80238355265914",Mifi 84/1,21:30 min,Gr 81/1,17.0 km,"Fi 81/1, Gr 81/1, HM 81/1, Mifi 84/1, Mifi 84/1",25:40 min,36:42 min,31:04 min,29:40 min,26:26 min,21:30 min,21:30 min,40:48 min,22:31 min,20.8 km,34.8 km,22.5 km,27.7 km,19.5 km,22.7 km,22.7 km,35.5 km,17.0 km
Mundobl - Freyung Niederbay, 13.492322423883467,48.78788312183219," 13.492322423883467,48.78788312183219",Gr 81/1,22:59 min,Gr 81/1,17.8 km,"Gr 81/1, Mifi 84/1, Mifi 84/1",28:50 min,35:41 min,29:46 min,28:39 min,29:36 min,24:41 min,24:41 min,36:49 min,22:59 min,24.5 km,32.8 km,21.6 km,25.8 km,23.2 km,26.4 km,26.4 km,32.7 km,17.8 km
Neureut - Freyung Niederbay, 13.489314597565585,48.791937662442585," 13.489314597565585,48.791937662442585",Gr 81/1,21:58 min,Gr 81/1,17.3 km,"Gr 81/1, Mifi 84/1, Mifi 84/1",27:49 min,35:56 min,30:00 min,28:53 min,28:35 min,23:40 min,23:40 min,35:22 min,21:58 min,23.9 km,33.2 km,22.1 km,26.2 km,22.7 km,25.9 km,25.9 km,31.9 km,17.3 km
Oberndorf - Freyung Niederbay, 13.55803236296313,48.80942645769738," 13.55803236296313,48.80942645769738",HM 81/1,18:15 min,HM 81/1,16.2 km,"Gr 81/1, HM 81/1, Mifi 84/1, Mifi 84/1",18:15 min,39:56 min,26:45 min,28:12 min,25:30 min,18:34 min,18:34 min,40:45 min,22:56 min,16.2 km,38.7 km,19.9 km,23.4 km,18.7 km,19.7 km,19.7 km,37.7 km,19.4 km
Öden - Freyung Niederbay, 13.492322423883467,48.78788312183219," 13.492322423883467,48.78788312183219",Gr 81/1,22:59 min,Gr 81/1,17.8 km,"Gr 81/1, Mifi 84/1, Mifi 84/1",28:50 min,35:41 min,29:46 min,28:39 min,29:36 min,24:41 min,24:41 min,36:49 min,22:59 min,24.5 km,32.8 km,21.6 km,25.8 km,23.2 km,26.4 km,26.4 km,32.7 km,17.8 km
Ort - Freyung Niederbay, 13.530467460754446,48.80922933016979," 13.530467460754446,48.80922933016979",Mifi 84/1,18:36 min,Fi 81/1,17.9 km,"Fi 81/1, Gr 81/1, HM 81/1, Mifi 84/1, Mifi 84/1",21:49 min,36:21 min,27:14 min,28:40 min,23:32 min,18:36 min,18:36 min,38:46 min,20:58 min,18.7 km,36.2 km,20.4 km,23.9 km,17.9 km,21.1 km,21.1 km,36.9 km,18.6 km
Perlesöd - Freyung Niederbay, 13.570861825651052,48.80607634847437," 13.570861825651052,48.80607634847437",HM 81/1,17:06 min,HM 81/1,15.2 km,"HM 81/1, Mifi 84/1, Mifi 84/1",17:06 min,41:07 min,27:56 min,29:23 min,26:41 min,19:16 min,19:16 min,41:56 min,24:08 min,15.2 km,39.8 km,21.0 km,24.5 km,19.8 km,20.3 km,20.3 km,38.8 km,20.5 km
Pittersberg - Freyung Niederbay, 13.5627330833478,48.797174674386866," 13.5627330833478,48.797174674386866",HM 81/1,21:14 min,HM 81/1,17.6 km,"HM 81/1, Mifi 84/1, Mifi 84/1, WK 81/1",21:14 min,43:24 min,25:51 min,27:18 min,28:58 min,21:33 min,21:33 min,44:13 min,26:25 min,17.6 km,40.5 km,18.4 km,21.9 km,20.4 km,21.0 km,21.0 km,39.5 km,21.2 km
Promau - Freyung Niederbay, 13.590610181842015,48.796911870220185," 13.590610181842015,48.796911870220185",HM 81/1,15:52 min,HM 81/1,13.8 km,HM 81/1,15:52 min,43:16 min,27:15 min,28:41 min,28:50 min,21:21 min,21:21 min,44:05 min,26:17 min,13.8 km,41.7 km,18.2 km,21.8 km,21.6 km,20.8 km,20.8 km,40.6 km,22.4 km
Reschmühle - Freyung Niederbay, 13.53139157228235,48.842766626534626," 13.53139157228235,48.842766626534626",Gr 81/1,16:03 min,Gr 81/1,13.9 km,"Gr 81/1, Mifi 84/1, Mifi 84/1",25:54 min,40:44 min,32:28 min,33:42 min,22:57 min,21:00 min,21:00 min,33:51 min,16:03 min,22.0 km,40.6 km,24.1 km,33.6 km,15.9 km,22.5 km,22.5 km,32.2 km,13.9 km
Saußmühle - Freyung Niederbay, 13.57257,48.82064," 13.57257,48.82064",Mifi 84/1,15:05 min,Mifi 84/1,17.1 km,"Mifi 84/1, Mifi 84/1",22:07 min,40:04 min,30:00 min,31:26 min,24:55 min,15:05 min,15:05 min,40:10 min,22:22 min,18.5 km,40.2 km,22.4 km,25.9 km,18.6 km,17.1 km,17.1 km,37.6 km,19.4 km
Schönbrunn - Freyung Niederbay, 13.558809970290229,48.80284231368936," 13.558809970290229,48.80284231368936",HM 81/1,19:43 min,HM 81/1,16.8 km,"HM 81/1, Mifi 84/1, Mifi 84/1",19:43 min,41:53 min,27:22 min,28:49 min,27:27 min,20:02 min,20:02 min,42:42 min,24:54 min,16.8 km,39.8 km,19.2 km,22.7 km,19.7 km,20.3 km,20.3 km,38.7 km,20.4 km
Solla - Freyung Niederbay, 13.543899316753262,48.794568699984936," 13.543899316753262,48.794568699984936",Mifi 84/1,23:09 min,HM 81/1,18.9 km,"Gr 81/1, HM 81/1, Mifi 84/1, Mifi 84/1",24:15 min,41:42 min,29:23 min,30:50 min,28:53 min,23:09 min,23:09 min,44:07 min,26:19 min,18.9 km,38.6 km,19.9 km,23.5 km,20.2 km,21.8 km,21.8 km,39.2 km,20.9 km
Speltenbach - Freyung Niederbay, 13.545633113651922,48.82217592876234," 13.545633113651922,48.82217592876234",Mifi 84/1,18:11 min,Fi 81/1,15.8 km,"Fi 81/1, Gr 81/1, HM 81/1, Mifi 84/1, Mifi 84/1",23:05 min,37:56 min,29:39 min,30:53 min,21:29 min,18:11 min,18:11 min,36:43 min,18:55 min,19.4 km,38.0 km,21.5 km,31.0 km,15.8 km,19.9 km,19.9 km,34.8 km,16.5 km
Winkelbrunn - Freyung Niederbay, 13.585086626208716,48.8014211765996," 13.585086626208716,48.8014211765996",HM 81/1,15:54 min,HM 81/1,14.0 km,"HM 81/1, Mifi 84/1, Mifi 84/1",15:54 min,42:17 min,28:01 min,29:41 min,27:51 min,20:26 min,20:26 min,43:06 min,25:18 min,14.0 km,41.0 km,20.8 km,22.5 km,20.9 km,21.5 km,21.5 km,39.9 km,21.7 km
Alpe - Freyung-Grafenau gemeindefreies Gebiet, 13.64341622493587,48.8849815071618," 13.64341622493587,48.8849815071618",Mifi 84/1,4:06 min,Mifi 84/1,2.2 km,"Mifi 84/1, Mifi 84/1",33:49 min,55:59 min,45:55 min,47:21 min,22:51 min,4:06 min,4:06 min,56:05 min,37:13 min,25.9 km,57.7 km,39.9 km,43.4 km,12.5 km,2.2 km,2.2 km,55.2 km,26.3 km
Bärnbachruhe - Freyung-Grafenau gemeindefreies Gebiet, 13.613322729755952,48.86243700165898," 13.613322729755952,48.86243700165898",Mifi 84/1,12:42 min,Mifi 84/1,10.1 km,"Mifi 84/1, Mifi 84/1",26:55 min,46:45 min,36:40 min,38:07 min,18:06 min,12:42 min,12:42 min,46:50 min,29:02 min,22.5 km,47.3 km,29.4 km,33.0 km,11.9 km,10.1 km,10.1 km,44.8 km,26.5 km
Flanitzhütte - Freyung-Grafenau gemeindefreies Gebiet, 13.510690919578735,48.830680818554356," 13.510690919578735,48.830680818554356",Gr 81/1,18:23 min,Gr 81/1,13.4 km,Gr 81/1,30:48 min,45:38 min,37:22 min,38:36 min,28:22 min,25:53 min,25:53 min,36:11 min,18:23 min,24.3 km,43.0 km,26.4 km,35.9 km,20.2 km,24.8 km,24.8 km,31.6 km,13.4 km
Haberau - Freyung-Grafenau gemeindefreies Gebiet, 13.71256,48.83808," 13.71256,48.83808",Mifi 84/1,18:23 min,Mifi 84/1,11.0 km,"HM 81/1, Mifi 84/1, Mifi 84/1",22:58 min,60:29 min,45:51 min,48:32 min,37:09 min,18:23 min,18:23 min,60:35 min,42:47 min,12.2 km,57.6 km,27.6 km,33.3 km,21.3 km,11.0 km,11.0 km,55.0 km,36.8 km
Kreuzbachklause - Freyung-Grafenau gemeindefreies Gebiet, 13.79039,48.80357," 13.79039,48.80357",HM 81/1,9:17 min,HM 81/1,7.7 km,HM 81/1,9:17 min,59:39 min,33:07 min,34:51 min,45:27 min,26:42 min,26:42 min,66:53 min,49:04 min,7.7 km,51.8 km,25.7 km,28.8 km,31.0 km,20.6 km,20.6 km,61.1 km,42.9 km
Anzerreut - Fürsteneck, 13.45254,48.72719," 13.45254,48.72719",Gr 81/1,26:09 min,Gr 81/1,20.0 km,"Gr 81/1, WK 84/1",38:18 min,32:33 min,33:41 min,26:35 min,41:31 min,36:36 min,36:36 min,35:51 min,26:09 min,30.3 km,27.1 km,24.5 km,21.8 km,33.2 km,36.5 km,36.5 km,31.6 km,20.0 km
Aschberg - Fürsteneck, 13.43836,48.75266," 13.43836,48.75266",Gr 81/1,23:31 min,Gr 81/1,16.5 km,Gr 81/1,38:07 min,38:18 min,34:18 min,32:21 min,39:20 min,34:24 min,34:24 min,34:11 min,23:31 min,29.0 km,31.3 km,25.4 km,26.0 km,30.9 km,34.1 km,34.1 km,29.3 km,16.5 km
Atzldorf - Fürsteneck, 13.45904,48.73350," 13.45904,48.73350",Gr 81/1,24:08 min,Gr 81/1,18.9 km,"Gr 81/1, WK 84/1",38:19 min,32:44 min,33:53 min,26:47 min,39:31 min,34:35 min,34:35 min,34:48 min,24:08 min,30.1 km,27.7 km,25.1 km,22.4 km,32.0 km,35.3 km,35.3 km,31.7 km,18.9 km
Dürnberg - Fürsteneck, 13.45787,48.72273," 13.45787,48.72273",WK 84/1,25:05 min,Gr 81/1,20.5 km,"Gr 81/1, WK 84/1",36:48 min,31:02 min,32:11 min,25:05 min,41:47 min,36:51 min,36:51 min,37:06 min,26:26 min,29.6 km,26.4 km,23.7 km,21.0 km,35.1 km,38.3 km,38.3 km,33.3 km,20.5 km
Fürsteneck - Fürsteneck, 13.46107,48.72047," 13.46107,48.72047",WK 84/1,24:27 min,Gr 81/1,20.6 km,"Gr 81/1, WK 84/1",36:10 min,30:24 min,31:33 min,24:27 min,41:08 min,36:13 min,36:13 min,37:00 min,26:20 min,29.1 km,25.9 km,23.3 km,20.6 km,34.7 km,37.9 km,37.9 km,33.4 km,20.6 km
Hochwegen - Fürsteneck, 13.44746,48.74272," 13.44746,48.74272",Gr 81/1,23:28 min,Gr 81/1,18.2 km,Gr 81/1,37:38 min,35:11 min,33:49 min,29:14 min,38:51 min,33:55 min,33:55 min,34:08 min,23:28 min,29.5 km,29.2 km,25.9 km,23.9 km,31.4 km,34.6 km,34.6 km,31.0 km,18.2 km
Loizersdorf - Fürsteneck, 13.46167,48.73382," 13.46167,48.73382",Gr 81/1,25:07 min,Gr 81/1,19.2 km,"Gr 81/1, WK 84/1",38:44 min,32:59 min,34:07 min,27:01 min,40:30 min,35:34 min,35:34 min,35:47 min,25:07 min,30.8 km,27.6 km,25.0 km,22.2 km,32.4 km,35.7 km,35.7 km,32.1 km,19.2 km
Ohbruck - Fürsteneck, 13.46830,48.71922," 13.46830,48.71922",WK 84/1,23:22 min,WK 84/1,19.6 km,"Gr 81/1, WK 84/1",35:05 min,29:19 min,30:28 min,23:22 min,40:04 min,35:08 min,35:08 min,38:01 min,27:21 min,28.1 km,24.9 km,22.3 km,19.6 km,33.7 km,36.9 km,36.9 km,34.3 km,21.5 km
Plattenhof - Fürsteneck, 13.45492,48.72469," 13.45492,48.72469",WK 84/1,26:18 min,Gr 81/1,20.5 km,"Gr 81/1, WK 84/1",38:00 min,32:15 min,33:23 min,26:18 min,42:20 min,37:24 min,37:24 min,37:11 min,26:57 min,30.0 km,26.8 km,24.2 km,21.5 km,33.7 km,36.9 km,36.9 km,32.1 km,20.5 km
Schnürring - Fürsteneck, 13.44975,48.73603," 13.44975,48.73603",Gr 81/1,23:50 min,Gr 81/1,18.9 km,"Gr 81/1, WK 84/1",38:00 min,34:32 min,34:11 min,28:35 min,39:13 min,34:17 min,34:17 min,33:31 min,23:50 min,30.1 km,28.9 km,26.5 km,23.6 km,32.0 km,35.3 km,35.3 km,30.3 km,18.9 km
Schrottenbaummühle - Fürsteneck, 13.43756,48.73422," 13.43756,48.73422",Gr 81/1,25:52 min,Gr 81/1,20.3 km,"Gr 81/1, WK 84/1",40:02 min,36:34 min,36:13 min,30:37 min,41:15 min,36:19 min,36:19 min,31:36 min,25:52 min,31.6 km,30.3 km,28.0 km,25.0 km,33.5 km,36.7 km,36.7 km,28.5 km,20.3 km
Simpoln - Fürsteneck, 13.46300,48.74335," 13.46300,48.74335",Gr 81/1,24:27 min,Gr 81/1,17.8 km,"Gr 81/1, WK 84/1",38:30 min,35:03 min,34:41 min,29:05 min,39:43 min,34:47 min,34:47 min,35:06 min,24:27 min,29.0 km,28.8 km,25.3 km,23.5 km,30.9 km,34.1 km,34.1 km,30.6 km,17.8 km
Wiesmühle - Fürsteneck, 13.45977,48.71485," 13.45977,48.71485",WK 84/1,26:42 min,WK 84/1,20.8 km,"Gr 81/1, WK 84/1",38:25 min,32:39 min,33:48 min,26:42 min,43:23 min,38:28 min,38:28 min,39:37 min,28:57 min,29.3 km,26.1 km,23.5 km,20.8 km,34.9 km,38.1 km,38.1 km,34.4 km,21.6 km
Arfenreuth - Grafenau, 13.425818405569487,48.84006047790915," 13.425818405569487,48.84006047790915",Gr 81/1,8:19 min,Gr 81/1,5.0 km,Gr 81/1,37:20 min,51:22 min,43:54 min,44:20 min,34:22 min,32:26 min,32:26 min,26:35 min,8:19 min,32.1 km,47.0 km,34.3 km,40.0 km,24.7 km,32.6 km,32.6 km,23.5 km,5.0 km
Aufeld - Grafenau, 13.392213431278725,48.878888787998726," 13.392213431278725,48.878888787998726",Gr 81/1,3:16 min,Gr 81/1,2.5 km,Gr 81/1,43:40 min,53:07 min,50:14 min,50:17 min,34:41 min,32:58 min,32:58 min,23:01 min,3:16 min,38.0 km,43.5 km,40.1 km,45.1 km,24.9 km,25.9 km,25.9 km,21.7 km,2.5 km
Auwies - Grafenau, 13.406537904649316,48.89039571247399," 13.406537904649316,48.89039571247399",Gr 81/1,10:43 min,Gr 81/1,6.6 km,Gr 81/1,47:22 min,60:50 min,53:56 min,55:10 min,36:28 min,35:21 min,35:21 min,30:20 min,10:43 min,36.2 km,47.6 km,38.3 km,47.8 km,25.2 km,26.6 km,26.6 km,28.6 km,6.6 km
Bärnstein - Grafenau, 13.374406785325574,48.85215187875848," 13.374406785325574,48.85215187875848",Gr 81/1,6:14 min,Gr 81/1,3.0 km,Gr 81/1,42:25 min,50:36 min,48:59 min,49:02 min,39:26 min,37:30 min,37:30 min,20:30 min,6:14 min,36.3 km,40.8 km,38.4 km,43.5 km,28.9 km,36.8 km,36.8 km,19.0 km,3.0 km
Eiblöd - Grafenau, 13.40844,48.81217," 13.40844,48.81217",Gr 81/1,12:42 min,Gr 81/1,7.4 km,Gr 81/1,40:39 min,44:48 min,44:08 min,42:41 min,41:26 min,36:30 min,36:30 min,22:30 min,12:42 min,32.8 km,34.7 km,33.4 km,35.1 km,31.6 km,34.8 km,34.8 km,20.9 km,7.4 km
Einberg - Grafenau, 13.403625403925545,48.877928769489195," 13.403625403925545,48.877928769489195",Gr 81/1,4:17 min,Gr 81/1,3.0 km,Gr 81/1,43:26 min,54:24 min,50:00 min,51:14 min,34:13 min,32:30 min,32:30 min,24:19 min,4:17 min,34.5 km,44.0 km,36.6 km,46.1 km,24.1 km,25.1 km,25.1 km,22.3 km,3.0 km
Elmberg - Grafenau, 13.449364937497938,48.857755941963525," 13.449364937497938,48.857755941963525",Gr 81/1,9:07 min,Gr 81/1,6.5 km,Gr 81/1,35:28 min,50:18 min,42:02 min,43:16 min,30:15 min,28:32 min,28:32 min,26:55 min,9:07 min,31.2 km,49.8 km,33.3 km,42.8 km,20.7 km,21.7 km,21.7 km,24.8 km,6.5 km
Elsenthal - Grafenau, 13.371455669970851,48.84457648277989," 13.371455669970851,48.84457648277989",Gr 81/1,6:14 min,Gr 81/1,3.8 km,Gr 81/1,42:25 min,46:55 min,48:13 min,46:46 min,39:26 min,37:30 min,37:30 min,16:49 min,6:14 min,37.1 km,38.7 km,37.9 km,39.6 km,29.6 km,37.6 km,37.6 km,16.9 km,3.8 km
Ettlmühle - Grafenau, 13.372332017202455,48.8155472363191," 13.372332017202455,48.8155472363191",Gr 81/1,10:35 min,Gr 81/1,7.5 km,Gr 81/1,46:19 min,43:27 min,45:04 min,43:37 min,43:47 min,41:51 min,41:51 min,16:42 min,10:35 min,36.9 km,35.6 km,35.1 km,36.8 km,33.4 km,41.3 km,41.3 km,16.8 km,7.5 km
Frauenberg - Grafenau, 13.379984916014958,48.843952250170624," 13.379984916014958,48.843952250170624",Gr 81/1,8:45 min,Gr 81/1,3.3 km,Gr 81/1,44:24 min,55:23 min,50:58 min,50:32 min,41:25 min,39:29 min,39:29 min,27:01 min,8:45 min,36.1 km,41.3 km,38.3 km,43.0 km,28.7 km,36.6 km,36.6 km,21.9 km,3.3 km
Furth - Grafenau, 13.389983987248604,48.79565034136791," 13.389983987248604,48.79565034136791",Gr 81/1,13:47 min,Gr 81/1,10.2 km,Gr 81/1,45:14 min,39:50 min,43:49 min,42:18 min,46:00 min,41:04 min,41:04 min,22:10 min,13:47 min,34.9 km,31.1 km,30.9 km,35.2 km,33.6 km,36.8 km,36.8 km,21.2 km,10.2 km
Furthhammer - Grafenau, 13.399411034023144,48.79100892336488," 13.399411034023144,48.79100892336488",Gr 81/1,15:22 min,Gr 81/1,11.1 km,Gr 81/1,43:15 min,41:26 min,41:50 min,40:23 min,44:01 min,39:06 min,39:06 min,23:45 min,15:22 min,33.9 km,32.0 km,30.0 km,31.7 km,32.6 km,35.9 km,35.9 km,22.0 km,11.1 km
Gehmannsberg - Grafenau, 13.37605,48.83142," 13.37605,48.83142",Gr 81/1,8:53 min,Gr 81/1,5.5 km,Gr 81/1,45:04 min,45:50 min,46:26 min,44:59 min,42:06 min,40:09 min,40:09 min,17:52 min,8:53 min,38.8 km,36.3 km,36.2 km,37.9 km,31.4 km,39.3 km,39.3 km,17.2 km,5.5 km
Gemmischberg - Grafenau, 13.40231,48.79648," 13.40231,48.79648",Gr 81/1,15:02 min,Gr 81/1,10.0 km,Gr 81/1,42:49 min,43:50 min,41:25 min,39:57 min,43:36 min,38:40 min,38:40 min,23:25 min,15:02 min,35.1 km,32.5 km,31.2 km,32.9 km,33.8 km,37.1 km,37.1 km,21.0 km,10.0 km
Grafenau - Grafenau, 13.39704589168834,48.85631060869072," 13.39704589168834,48.85631060869072",Gr 81/1,1:14 min,Gr 81/1,0.7 km,Gr 81/1,40:46 min,52:07 min,47:20 min,46:54 min,36:34 min,34:51 min,34:51 min,22:14 min,1:14 min,35.1 km,40.5 km,37.2 km,42.0 km,26.2 km,27.2 km,27.2 km,20.0 km,0.7 km
Grafenhütt - Grafenau, 13.36517981714605,48.85572249282765," 13.36517981714605,48.85572249282765",Gr 81/1,7:12 min,Gr 81/1,3.6 km,Gr 81/1,44:10 min,49:59 min,50:44 min,49:50 min,41:11 min,39:15 min,39:15 min,19:53 min,7:12 min,37.0 km,40.2 km,39.1 km,41.1 km,29.6 km,37.5 km,37.5 km,18.4 km,3.6 km
Großarmschlag - Grafenau, 13.37719643853404,48.88195530022526," 13.37719643853404,48.88195530022526",Gr 81/1,5:36 min,Gr 81/1,3.8 km,Gr 81/1,46:00 min,55:27 min,52:34 min,52:38 min,37:01 min,35:18 min,35:18 min,25:21 min,5:36 min,39.3 km,44.8 km,41.4 km,46.5 km,26.2 km,27.2 km,27.2 km,23.1 km,3.8 km
Grotting - Grafenau, 13.426282927055396,48.83286371478559," 13.426282927055396,48.83286371478559",Gr 81/1,7:49 min,Gr 81/1,5.3 km,Gr 81/1,38:58 min,49:03 min,43:28 min,42:00 min,36:56 min,34:49 min,34:49 min,26:06 min,7:49 min,33.2 km,45.4 km,36.6 km,38.4 km,25.1 km,35.2 km,35.2 km,23.9 km,5.3 km
Grüb - Grafenau, 13.388532866443514,48.866382296315244," 13.388532866443514,48.866382296315244",Gr 81/1,3:40 min,Gr 81/1,1.3 km,Gr 81/1,42:30 min,51:57 min,49:04 min,49:07 min,36:51 min,35:07 min,35:07 min,21:51 min,3:40 min,36.7 km,42.2 km,38.8 km,43.8 km,26.1 km,27.1 km,27.1 km,20.4 km,1.3 km
Grüberschlag - Grafenau, 13.386578456811362,48.8749777680825," 13.386578456811362,48.8749777680825",Gr 81/1,3:34 min,Gr 81/1,3.0 km,Gr 81/1,43:59 min,53:26 min,50:33 min,50:36 min,35:00 min,33:16 min,33:16 min,23:20 min,3:34 min,38.5 km,44.0 km,40.6 km,45.6 km,25.4 km,26.4 km,26.4 km,22.2 km,3.0 km
Harretsreuth - Grafenau, 13.39296,48.82546," 13.39296,48.82546",Gr 81/1,7:39 min,Gr 81/1,5.0 km,Gr 81/1,43:18 min,46:15 min,46:51 min,45:24 min,40:19 min,38:23 min,38:23 min,22:21 min,7:39 min,37.9 km,36.3 km,36.2 km,37.9 km,30.4 km,38.3 km,38.3 km,19.4 km,5.0 km
Harschetsreuth - Grafenau, 13.384859381142277,48.825674039291926," 13.384859381142277,48.825674039291926",Gr 81/1,9:48 min,Gr 81/1,4.8 km,Gr 81/1,45:27 min,46:54 min,47:30 min,46:03 min,42:28 min,40:32 min,40:32 min,20:25 min,9:48 min,37.6 km,36.2 km,36.1 km,37.8 km,30.1 km,38.1 km,38.1 km,18.8 km,4.8 km
Haselbach - Grafenau, 13.393250069155142,48.810520672779866," 13.393250069155142,48.810520672779866",Gr 81/1,10:44 min,Gr 81/1,7.9 km,Gr 81/1,43:55 min,42:03 min,42:39 min,41:12 min,43:24 min,39:45 min,39:45 min,19:07 min,10:44 min,34.9 km,33.2 km,33.1 km,34.8 km,33.2 km,36.8 km,36.8 km,18.8 km,7.9 km
Haus im Wald - Grafenau, 13.397281852525426,48.803109270380396," 13.397281852525426,48.803109270380396",Gr 81/1,11:57 min,Gr 81/1,8.9 km,Gr 81/1,42:53 min,42:38 min,41:29 min,40:01 min,43:40 min,38:44 min,38:44 min,20:20 min,11:57 min,35.9 km,33.7 km,32.0 km,33.8 km,34.7 km,37.9 km,37.9 km,19.9 km,8.9 km
Haus i.Wald - Grafenau, 13.39728,48.80316," 13.39728,48.80316",Gr 81/1,11:58 min,Gr 81/1,8.9 km,Gr 81/1,42:54 min,42:39 min,41:30 min,40:02 min,43:41 min,38:45 min,38:45 min,20:21 min,11:58 min,36.0 km,33.7 km,32.0 km,33.8 km,34.7 km,37.9 km,37.9 km,19.9 km,8.9 km
